STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
48,029,111100,4,2192,+29.439411,-098.481542
48,029,120100,1,7464,+29.462830,-098.440055
48,029,120301,1,1348,+29.490659,-098.462690
48,029,120301,2,1641,+29.477593,-098.461677
48,029,120302,1,1144,+29.474038,-098.467523
48,029,120302,2,945,+29.480272,-098.470460
48,029,120302,3,658,+29.483979,-098.471348
48,029,120302,4,774,+29.487255,-098.473530
48,029,120302,5,850,+29.490577,-098.470333
48,029,120401,1,960,+29.475425,-098.439202
48,029,120401,2,720,+29.482562,-098.436896
48,029,120401,3,915,+29.466030,-098.444587
48,029,120402,1,1054,+29.473666,-098.448203
48,029,120402,2,1139,+29.475729,-098.455337
48,029,120402,3,1172,+29.482352,-098.450342
48,029,120502,1,932,+29.499901,-098.404008
48,029,120502,2,926,+29.506455,-098.404072
48,029,120502,3,707,+29.513417,-098.400947
48,029,120502,4,641,+29.498981,-098.416594
48,029,120502,5,1148,+29.505831,-098.410613
48,029,120502,6,1041,+29.500148,-098.410950
48,029,120503,1,1512,+29.491159,-098.428597
48,029,120503,2,978,+29.489988,-098.422196
48,029,120503,3,861,+29.487823,-098.425569
48,029,120504,1,711,+29.493546,-098.404234
48,029,120504,2,1427,+29.484651,-098.407548
48,029,120504,3,1152,+29.487684,-098.413145
48,029,120504,4,1586,+29.493455,-098.412785
48,029,120601,1,1039,+29.488737,-098.434100
48,029,120601,2,877,+29.486651,-098.437253
48,029,120601,3,803,+29.493722,-098.439041
48,029,120602,1,1214,+29.487314,-098.448387
48,029,120602,2,1288,+29.490791,-098.456644
48,029,120602,3,800,+29.492498,-098.451342
48,029,120602,4,625,+29.493110,-098.445108
48,029,120701,1,744,+29.511968,-098.480434
48,029,120701,2,1326,+29.513852,-098.471371
48,029,120701,3,1337,+29.509730,-098.469499
48,029,120701,4,1273,+29.512757,-098.459795
48,029,120701,5,942,+29.507928,-098.462571
48,029,120702,1,985,+29.500855,-098.462865
48,029,120702,2,879,+29.503293,-098.468391
48,029,120702,3,1609,+29.503686,-098.472389
48,029,120702,4,1226,+29.496062,-098.474616
48,029,120800,1,970,+29.510789,-098.451483
48,029,120800,2,955,+29.498601,-098.455335
48,029,120800,3,845,+29.503800,-098.454185
48,029,120800,4,741,+29.510746,-098.445205
48,029,120800,5,812,+29.510142,-098.439154
48,029,120800,6,1440,+29.501083,-098.437697
48,029,120800,7,1311,+29.500242,-098.446628
48,029,120901,1,769,+29.519247,-098.444807
48,029,120901,2,1310,+29.521995,-098.435516
48,029,120902,1,1689,+29.512955,-098.432405
48,029,120902,2,2266,+29.505428,-098.428699
48,029,120902,3,1782,+29.513992,-098.413595
48,029,120902,4,1191,+29.510790,-098.418692
48,029,121000,1,1481,+29.531831,-098.439196
48,029,121000,2,1123,+29.539062,-098.433873
48,029,121000,3,866,+29.539688,-098.428169
48,029,121000,4,984,+29.523725,-098.450773
48,029,121000,5,608,+29.520989,-098.454607
48,029,121000,6,1864,+29.527994,-098.447197
48,029,121110,1,2603,+29.590858,-098.414520
48,029,121110,2,1344,+29.573884,-098.414432
48,029,121110,3,1228,+29.582128,-098.408735
48,029,121111,1,943,+29.568816,-098.404968
48,029,121111,2,1744,+29.568380,-098.400156
48,029,121111,3,2023,+29.570217,-098.391455
48,029,121111,4,2029,+29.559328,-098.399549
48,029,121112,1,2219,+29.558114,-098.410420
48,029,121112,2,1776,+29.564258,-098.411992
48,029,121115,1,1527,+29.581148,-098.449776
48,029,121115,2,1936,+29.576035,-098.452037
48,029,121115,3,1637,+29.571133,-098.458844
48,029,121116,1,1361,+29.588794,-098.469209
48,029,121116,2,614,+29.581760,-098.469553
48,029,121116,3,1017,+29.581879,-098.461759
48,029,121116,4,1853,+29.585007,-098.456886
48,029,121117,1,2223,+29.600506,-098.463738
48,029,121117,2,1129,+29.595530,-098.466068
48,029,121117,3,1130,+29.590729,-098.453332
48,029,121118,1,1637,+29.600193,-098.450853
48,029,121118,2,1787,+29.590965,-098.448053
48,029,121118,3,2264,+29.588247,-098.443786
48,029,121119,1,1022,+29.570392,-098.445688
48,029,121119,2,2757,+29.565741,-098.448956
48,029,121119,3,1546,+29.553685,-098.457520
48,029,121120,1,2716,+29.560051,-098.438256
48,029,121120,2,2323,+29.559972,-098.430571
48,029,121121,1,1889,+29.590484,-098.431560
48,029,121121,2,954,+29.578874,-098.436843
48,029,121122,1,1483,+29.578436,-098.430768
48,029,121122,2,1720,+29.576830,-098.425472
48,029,121122,3,1962,+29.568954,-098.424390
48,029,121123,1,2027,+29.557775,-098.470042
48,029,121123,2,1444,+29.565078,-098.470711
48,029,121123,3,1057,+29.572896,-098.474882
48,029,121124,1,1257,+29.569256,-098.463310
48,029,121124,2,1407,+29.566005,-098.465619
48,029,121203,1,550,+29.548148,-098.379301
48,029,121203,2,1593,+29.533888,-098.382588
48,029,121203,3,1546,+29.529355,-098.404234
48,029,121203,4,1080,+29.523657,-098.406618
48,029,121204,1,2190,+29.525847,-098.416316
48,029,121204,2,1757,+29.519975,-098.414560
48,029,121204,3,1474,+29.519536,-098.420337
48,029,121204,4,1373,+29.519467,-098.425028
48,029,121204,5,1775,+29.535473,-098.415646
48,029,121205,1,2539,+29.542904,-098.404683
48,029,121205,2,1064,+29.541946,-098.412772
48,029,121206,1,967,+29.561362,-098.386245
48,029,121206,2,905,+29.557553,-098.389245
48,029,121206,3,1218,+29.553998,-098.395599
48,029,121206,4,1039,+29.552203,-098.387022
48,029,121206,5,1771,+29.546581,-098.394845
48,029,121206,6,1326,+29.550612,-098.401682
48,029,121300,1,2653,+29.526627,-098.377183
48,029,121300,2,1435,+29.518583,-098.390459
48,029,121300,3,933,+29.517468,-098.384689
48,029,121300,4,1462,+29.516476,-098.375786
48,029,121402,1,5696,+29.495799,-098.364167
48,029,121402,2,1578,+29.488325,-098.377714
48,029,121402,3,2260,+29.490302,-098.366256
48,029,121403,1,2456,+29.503025,-098.377170
48,029,121403,2,1108,+29.502601,-098.391864
48,029,121403,3,1855,+29.505476,-098.385118
48,029,121404,1,1667,+29.491622,-098.390763
48,029,121404,2,1808,+29.491874,-098.385583
48,029,121404,3,1670,+29.479970,-098.394756
48,029,121501,1,1568,+29.546412,-098.352770
48,029,121501,2,2270,+29.537159,-098.347774
48,029,121501,3,4001,+29.531342,-098.343016
48,029,121501,4,1989,+29.540965,-098.350829
48,029,121504,1,1554,+29.538235,-098.368994
48,029,121504,2,763,+29.533989,-098.374852
48,029,121504,3,1477,+29.534715,-098.365234
48,029,121504,4,2391,+29.525425,-098.353499
48,029,121504,5,2048,+29.523504,-098.363204
48,029,121505,1,2423,+29.526838,-098.327668
48,029,121505,2,863,+29.518988,-098.321107
48,029,121505,3,2086,+29.524211,-098.335645
48,029,121506,1,1941,+29.515472,-098.339811
48,029,121506,2,1274,+29.508642,-098.344406
48,029,121506,3,1327,+29.502550,-098.346205
48,029,121506,4,1253,+29.517053,-098.334503
48,029,121507,1,1147,+29.517202,-098.348324
48,029,121507,2,1262,+29.515973,-098.365282
48,029,121507,3,1061,+29.515865,-098.358589
48,029,121507,4,1943,+29.514689,-098.353352
48,029,121508,1,2184,+29.507046,-098.362667
48,029,121508,2,2119,+29.507200,-098.353734
48,029,121508,3,1009,+29.503704,-098.350610
48,029,121601,1,1411,+29.554483,-098.320438
48,029,121601,2,1191,+29.551596,-098.312279
48,029,121601,3,1197,+29.549437,-098.302286
48,029,121601,4,895,+29.546151,-098.293579
48,029,121604,1,1905,+29.540416,-098.312561
48,029,121604,2,2272,+29.535008,-098.319294
48,029,121604,3,736,+29.522886,-098.316582
48,029,121604,4,2400,+29.529373,-098.320600
48,029,121604,5,2455,+29.534481,-098.310190
48,029,121605,1,1252,+29.544462,-098.335648
48,029,121605,2,909,+29.545782,-098.330713
48,029,121606,1,808,+29.556302,-098.341703
48,029,121606,2,2368,+29.558293,-098.331331
48,029,121606,3,1224,+29.552950,-098.336238
48,029,121606,4,810,+29.549612,-098.341801
48,029,121701,1,1261,+29.555947,-098.302899
48,029,121701,2,728,+29.556854,-098.291968
48,029,121701,3,851,+29.552341,-098.293355
48,029,121701,4,1045,+29.548443,-098.285935
48,029,121702,1,2780,+29.572418,-098.309754
48,029,121702,2,1467,+29.568215,-098.322038
48,029,121702,3,2846,+29.560732,-098.316342
48,029,121802,1,1368,+29.568010,-098.344934
48,029,121802,2,2894,+29.574053,-098.363703
48,029,121802,3,3277,+29.577368,-098.353723
48,029,121802,4,3124,+29.563119,-098.358085
48,029,121803,1,2106,+29.556478,-098.362624
48,029,121803,2,927,+29.552436,-098.368706
48,029,121803,3,1743,+29.557664,-098.369026
48,029,121804,1,2423,+29.572315,-098.373795
48,029,121804,2,2785,+29.564033,-098.374095
48,029,121804,3,1636,+29.567049,-098.380665
48,029,121808,1,729,+29.579785,-098.396387
48,029,121808,2,2403,+29.584765,-098.387875
48,029,121809,1,858,+29.575491,-098.387634
48,029,121809,2,2686,+29.580309,-098.379165
48,029,121809,3,1398,+29.576192,-098.383688
48,029,121810,1,2908,+29.592435,-098.403914
48,029,121810,2,1414,+29.585754,-098.401768
48,029,121811,1,4505,+29.597965,-098.397153
48,029,121811,2,1038,+29.592078,-098.393080
48,029,121812,1,1564,+29.594862,-098.367070
48,029,121812,2,934,+29.589227,-098.366585
48,029,121812,3,895,+29.584768,-098.372853
48,029,121812,4,645,+29.591946,-098.360981
48,029,121812,5,2098,+29.591530,-098.375344
48,029,121813,1,1745,+29.598848,-098.378339
48,029,121903,1,2954,+29.623651,-098.425273
48,029,121903,2,3086,+29.623646,-098.436934
48,029,121904,1,1451,+29.633898,-098.447463
48,029,121904,2,2474,+29.640927,-098.436313
48,029,121905,1,3237,+29.655551,-098.417053
48,029,121905,2,1741,+29.651047,-098.434933
48,029,121905,3,2539,+29.644059,-098.447368
48,029,121906,1,4154,+29.617565,-098.447513
48,029,121906,2,3029,+29.610847,-098.455150
48,029,121908,1,900,+29.716170,-098.388058
48,029,121908,2,2510,+29.700733,-098.444139
48,029,121909,1,2699,+29.579076,-098.330069
48,029,121909,2,6160,+29.590065,-098.332010
48,029,121910,1,4413,+29.626373,-098.412090
48,029,121910,2,4404,+29.636908,-098.402545
48,029,121911,1,5742,+29.680035,-098.425717
48,029,121911,2,3633,+29.676506,-098.439792
48,029,121912,1,4369,+29.652197,-098.376685
48,029,121912,2,5714,+29.667299,-098.413230
48,029,121912,3,2213,+29.665639,-098.427602
48,029,130200,1,728,+29.417151,-098.469983
48,029,130200,2,860,+29.414344,-098.469057
48,029,130300,1,708,+29.408648,-098.463409
48,029,130300,2,756,+29.404543,-098.466165
48,029,130300,3,621,+29.408927,-098.467722
48,029,130300,4,860,+29.408010,-098.471347
48,029,130401,1,894,+29.409568,-098.458992
48,029,130401,2,922,+29.404261,-098.455359
48,029,130401,3,1027,+29.409431,-098.449700
48,029,130401,4,882,+29.409639,-098.454641
48,029,130402,1,1251,+29.409598,-098.442428
48,029,130402,2,1291,+29.401620,-098.442587
48,029,130402,3,1337,+29.404706,-098.434805
48,029,130500,1,665,+29.420859,-098.456455
48,029,130500,2,733,+29.423413,-098.456670
48,029,130500,3,2167,+29.419503,-098.448349
48,029,130500,4,637,+29.416612,-098.458209
48,029,130600,1,722,+29.430822,-098.445870
48,029,130600,2,1226,+29.427515,-098.456034
48,029,130600,3,1551,+29.431453,-098.456779
48,029,130600,4,1086,+29.428421,-098.449131
48,029,130700,1,1423,+29.437887,-098.450253
48,029,130700,2,919,+29.442229,-098.451467
48,029,130800,1,2669,+29.445447,-098.425370
48,029,130800,2,878,+29.419034,-098.435867
48,029,130800,3,713,+29.416878,-098.435400
48,029,130800,4,960,+29.414905,-098.430233
48,029,130900,1,2724,+29.432347,-098.416093
48,029,130900,2,1092,+29.426963,-098.411357
48,029,130900,3,1640,+29.434212,-098.399890
48,029,131000,1,3035,+29.416108,-098.400376
48,029,131000,2,849,+29.416420,-098.409876
48,029,131000,3,852,+29.420553,-098.410262
48,029,131000,4,863,+29.422346,-098.414508
48,029,131100,1,687,+29.412189,-098.426214
48,029,131100,2,760,+29.410266,-098.426954
48,029,131100,3,1053,+29.402361,-098.429754
48,029,131200,1,1936,+29.402721,-098.411786
48,029,131200,2,1362,+29.387501,-098.408105
48,029,131300,1,1359,+29.404588,-098.394383
48,029,131300,2,1120,+29.396484,-098.393938
48,029,131300,3,2215,+29.387481,-098.398240
48,029,131300,4,984,+29.403057,-098.401876
48,029,131401,1,3565,+29.372511,-098.367823
48,029,131401,2,2566,+29.382431,-098.373053
48,029,131401,3,1826,+29.390438,-098.371570
48,029,131401,4,4098,+29.380272,-098.382111
48,029,131402,1,1852,+29.393058,-098.380324
48,029,131402,2,1112,+29.413770,-098.376002
48,029,131503,1,1283,+29.461633,-098.394658
48,029,131503,2,902,+29.461780,-098.388434
48,029,131503,3,984,+29.466255,-098.384446
48,029,131504,1,858,+29.456064,-098.398209
48,029,131504,2,995,+29.456728,-098.390384
48,029,131504,3,2360,+29.452883,-098.390965
48,029,131505,1,3460,+29.473911,-098.366801
48,029,131505,2,1719,+29.470234,-098.364039
48,029,131506,1,2819,+29.449099,-098.374371
48,029,131506,2,3134,+29.456655,-098.363583
48,029,131507,1,2788,+29.465143,-098.372815
48,029,131507,2,671,+29.467307,-098.379752
48,029,131507,3,2539,+29.465098,-098.365633
48,029,131601,1,2133,+29.532246,-098.242866
48,029,131601,2,6490,+29.504253,-098.264742
48,029,131606,1,4493,+29.483598,-098.306476
48,029,131606,2,3593,+29.501185,-098.294379
48,029,131608,1,2209,+29.515095,-098.312142
48,029,131608,2,3747,+29.518447,-098.299367
48,029,131609,1,3280,+29.505909,-098.330252
48,029,131609,2,2130,+29.501144,-098.333005
48,029,131609,3,3121,+29.502310,-098.323251
48,029,131610,1,3164,+29.492560,-098.320734
48,029,131610,2,2305,+29.496730,-098.314030
48,029,131612,1,2306,+29.465928,-098.321033
48,029,131614,1,4075,+29.473646,-098.338649
48,029,131614,2,937,+29.468262,-098.348345
48,029,131615,1,2857,+29.486153,-098.352068
48,029,131615,2,2794,+29.471297,-098.352023
48,029,131615,3,5314,+29.458535,-098.349040
48,029,131615,4,1474,+29.476769,-098.353645
48,029,131616,1,4083,+29.483127,-098.319819
48,029,131616,2,1959,+29.485588,-098.334378
48,029,131616,3,1475,+29.492885,-098.339935
48,029,131700,1,1282,+29.532418,-098.279792
48,029,131801,1,1876,+29.447199,-098.180735
48,029,131801,2,856,+29.392777,-098.213339
48,029,131802,1,1760,+29.403912,-098.337454
48,029,131802,2,2488,+29.461003,-098.257554
48,029,131802,3,2984,+29.396274,-098.270495
48,029,140100,1,535,+29.405294,-098.483694
48,029,140100,2,789,+29.407405,-098.475331
48,029,140200,1,790,+29.397666,-098.476364
48,029,140200,2,481,+29.398914,-098.484460
48,029,140200,3,705,+29.392122,-098.482679
48,029,140200,4,429,+29.396001,-098.482468
48,029,140300,1,971,+29.387022,-098.476361
48,029,140300,2,1180,+29.386775,-098.482103
48,029,140300,3,684,+29.388347,-098.488224
48,029,140400,1,828,+29.398688,-098.464753
48,029,140400,2,1022,+29.393430,-098.464349
48,029,140400,3,914,+29.394006,-098.470433
48,029,140400,4,616,+29.399719,-098.470408
48,029,140500,1,787,+29.398740,-098.451592
48,029,140500,2,994,+29.393437,-098.451221
48,029,140500,3,1144,+29.393798,-098.457857
48,029,140500,4,757,+29.398730,-098.458405
48,029,140600,1,1687,+29.394662,-098.443549
48,029,140600,2,839,+29.388281,-098.446456
48,029,140700,1,961,+29.388004,-098.451648
48,029,140700,2,881,+29.386582,-098.455856
48,029,140700,3,1082,+29.387102,-098.461221
48,029,140700,4,917,+29.388013,-098.466045
48,029,140700,5,730,+29.387768,-098.471479
48,029,140800,1,1176,+29.382266,-098.468588
48,029,140800,2,948,+29.376321,-098.466439
48,029,140800,3,660,+29.369355,-098.468902
48,029,140800,4,1014,+29.374799,-098.471407
48,029,140800,5,1088,+29.379595,-098.472066
48,029,140900,1,1035,+29.381666,-098.452648
48,029,140900,2,881,+29.377700,-098.452407
48,029,141000,1,730,+29.371907,-098.452183
48,029,141000,2,1343,+29.368422,-098.461117
48,029,141000,3,1271,+29.372418,-098.461866
48,029,141101,1,1719,+29.357624,-098.459014
48,029,141101,2,1249,+29.353636,-098.440531
48,029,141101,3,1116,+29.357396,-098.444406
48,029,141102,1,1046,+29.365097,-098.443544
48,029,141102,2,730,+29.357827,-098.437631
48,029,141102,3,1836,+29.363110,-098.450022
48,029,141200,1,1609,+29.386436,-098.434832
48,029,141200,2,1335,+29.372364,-098.437717
48,029,141200,3,799,+29.370827,-098.443412
48,029,141200,4,821,+29.375865,-098.443076
48,029,141200,5,908,+29.379095,-098.442138
48,029,141200,6,1213,+29.382444,-098.442787
48,029,141300,1,1617,+29.384021,-098.430156
48,029,141300,2,2413,+29.380604,-098.416642
48,029,141300,3,2648,+29.369055,-098.413075
48,029,141402,1,4556,+29.346749,-098.416279
48,029,141402,2,1680,+29.351006,-098.416230
48,029,141403,1,1821,+29.361734,-098.428784
48,029,141403,2,2952,+29.357101,-098.425126
48,029,141404,1,2136,+29.366683,-098.422477
48,029,141404,2,1611,+29.365706,-098.429789
48,029,141404,3,1182,+29.367405,-098.436418
48,029,141600,1,2406,+29.330907,-098.439297
48,029,141600,2,2119,+29.330075,-098.426796
48,029,141700,1,873,+29.327145,-098.369150
48,029,141700,2,3143,+29.304179,-098.418228
48,029,141700,3,2424,+29.319071,-098.387741
48,029,141800,1,2003,+29.249090,-098.362830
48,029,141800,2,942,+29.285212,-098.355580
48,029,141800,3,1979,+29.261525,-098.334925
48,029,141900,1,1480,+29.366137,-098.316731
48,029,141900,2,2741,+29.328229,-098.263498
48,029,141900,3,2013,+29.315613,-098.334177
48,029,150100,1,1720,+29.405861,-098.498643
48,029,150100,2,1179,+29.399412,-098.499278
48,029,150100,3,984,+29.399146,-098.507288
48,029,150100,4,1133,+29.406193,-098.505580
48,029,150300,1,884,+29.387761,-098.496207
48,029,150300,2,867,+29.383954,-098.507388
48,029,150300,3,908,+29.391067,-098.501585
48,029,150300,4,1306,+29.389875,-098.507152
48,029,150400,1,855,+29.393145,-098.514992
48,029,150400,2,838,+29.389625,-098.516449
48,029,150400,3,2121,+29.385013,-098.519108
48,029,150501,1,644,+29.381156,-098.531578
48,029,150501,2,1075,+29.379690,-098.525437
48,029,150501,3,1214,+29.378804,-098.519096
48,029,150501,4,1083,+29.376480,-098.526713
48,029,150502,1,1105,+29.374016,-098.528753
48,029,150502,2,1221,+29.372939,-098.520795
48,029,150502,3,1408,+29.370503,-098.527923
48,029,150600,1,901,+29.380019,-098.508012
48,029,150600,2,974,+29.375701,-098.509447
48,029,150600,3,922,+29.371039,-098.508724
48,029,150600,4,1242,+29.373859,-098.514434
48,029,150700,1,884,+29.379659,-098.495373
48,029,150700,2,971,+29.374305,-098.491012
48,029,150700,3,896,+29.370020,-098.491350
48,029,150700,4,1196,+29.371604,-098.499408
48,029,150700,5,1016,+29.375506,-098.498884
48,029,150700,6,638,+29.378823,-098.501097
48,029,150800,1,1840,+29.371628,-098.478080
48,029,150800,2,515,+29.361492,-098.473487
48,029,150800,3,872,+29.368305,-098.482791
48,029,150900,1,857,+29.361530,-098.486767
48,029,150900,2,752,+29.358765,-098.487052
48,029,150900,3,1366,+29.359986,-098.497645
48,029,150900,4,1473,+29.365850,-098.489518
48,029,150900,5,1485,+29.365523,-098.498834
48,029,151000,1,754,+29.367112,-098.510725
48,029,151000,2,1444,+29.363789,-098.510444
48,029,151000,3,1006,+29.359491,-098.509408
48,029,151100,1,1082,+29.360749,-098.519518
48,029,151100,2,1187,+29.361566,-098.527368
48,029,151100,3,880,+29.365286,-098.528672
48,029,151100,4,898,+29.366846,-098.526031
48,029,151100,5,773,+29.365702,-098.538510
48,029,151100,6,832,+29.362738,-098.535561
48,029,151100,7,798,+29.359962,-098.542144
48,029,151200,1,1351,+29.326646,-098.538893
48,029,151200,2,2733,+29.349373,-098.544636
48,029,151200,3,948,+29.332248,-098.537956
48,029,151200,4,948,+29.332125,-098.545571
48,029,151200,5,4817,+29.338313,-098.542712
48,029,151301,1,780,+29.348713,-098.526421
48,029,151301,2,987,+29.343535,-098.520030
48,029,151301,3,1651,+29.351550,-098.519787
48,029,151301,4,2181,+29.340340,-098.529918
48,029,151302,1,1605,+29.334469,-098.525305
48,029,151302,2,1670,+29.327332,-098.524697
48,029,151400,1,1185,+29.353537,-098.507992
48,029,151400,2,1059,+29.348017,-098.507492
48,029,151400,3,1262,+29.346038,-098.511064
48,029,151400,4,981,+29.352953,-098.513226
48,029,151500,1,571,+29.354016,-098.486285
48,029,151500,2,1077,+29.350848,-098.492243
48,029,151500,3,763,+29.354371,-098.497652
48,029,151600,1,2252,+29.345421,-098.490583
